Location,Period,Dim2,Indicator,Dim1,First Tooltip
Republic of Moldova,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,29282
Republic of Moldova,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,13234
Republic of Moldova,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,16047
Republic of Moldova,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1854
Republic of Moldova,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1163
Republic of Moldova,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,691
Republic of Moldova,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,5922
Republic of Moldova,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,3370
Republic of Moldova,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2552
Republic of Moldova,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,424
Republic of Moldova,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,170
Republic of Moldova,2005,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,254
Republic of Moldova,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,29292
Republic of Moldova,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,13066
Republic of Moldova,2005,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,16226
Republic of Moldova,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2173
Republic of Moldova,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1385
Republic of Moldova,2005,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,788
Republic of Moldova,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,5133
Republic of Moldova,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,2856
Republic of Moldova,2000,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,2277
Republic of Moldova,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,412
Republic of Moldova,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,158
Republic of Moldova,2000,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,254
Republic of Moldova,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,27147
Republic of Moldova,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,12064
Republic of Moldova,2000,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,15083
Republic of Moldova,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,1989
Republic of Moldova,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1229
Republic of Moldova,2000,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,760
Romania,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,52259
Romania,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,30959
Romania,2016,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,21301
Romania,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2705
Romania,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1253
Romania,2016,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1453
Romania,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,145284
Romania,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,67674
Romania,2016,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,77610
Romania,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9349
Romania,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5920
Romania,2016,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3429
Romania,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,51733
Romania,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,30553
Romania,2015,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,21180
Romania,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2530
Romania,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1193
Romania,2015,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1337
Romania,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,150436
Romania,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,69715
Romania,2015,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,80721
Romania,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,9575
Romania,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,6007
Romania,2015,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3568
Romania,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,47835
Romania,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,28469
Romania,2010,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,19367
Romania,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,2469
Romania,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,1105
Romania,2010,Diabetes mellitus,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,1364
Romania,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,153060
Romania,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,72505
Romania,2010,Cardiovascular diseases,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,80555
Romania,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,8829
Romania,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,5636
Romania,2010,Chronic obstructive pulmonary disease,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,3193
Romania,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Both sexes,44697
Romania,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Male,26149
Romania,2005,Malignant neoplasms,"Number of deaths attributed to non-communicable diseases, by type of disease and sex",Female,18548
